"datetime","thing_id","value"
2023-08-15 17:09:11.990 +0700,"888f934e-95a2-4973-91be-a81040d1001e",99.0
2023-08-15 17:22:16.247 +0700,"888f934e-95a2-4973-91be-a81040d1001e",99.0
2023-08-15 17:26:08.444 +0700,"888f934e-95a2-4973-91be-a81040d1001e",99.0
2023-08-15 17:29:34.233 +0700,"888f934e-95a2-4973-91be-a81040d1001e",98.0
2023-08-15 17:33:47.393 +0700,"888f934e-95a2-4973-91be-a81040d1001e",99.0
2023-08-15 17:49:13.443 +0700,"888f934e-95a2-4973-91be-a81040d1001e",98.0
2023-08-16 15:02:23.392 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",99.0
2023-08-16 15:04:21.182 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",98.0
2023-08-16 15:05:22.830 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",98.0
2023-08-16 15:05:22.856 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",98.0
2023-08-16 15:20:23.083 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",96.0
2023-08-16 15:20:23.093 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",99.0
2023-08-16 15:35:22.934 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",96.0
2023-08-16 15:35:23.043 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",96.0
2023-08-16 15:50:22.986 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",98.0
2023-08-16 15:50:24.807 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",99.0
2023-08-16 16:05:23.281 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",96.0
2023-08-16 16:13:14.402 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",99.0
2023-08-16 16:13:14.463 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 16:28:38.547 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",98.0
2023-08-16 16:28:38.693 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-16 16:43:38.600 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",99.0
2023-08-16 16:43:38.916 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 16:58:38.545 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",96.0
2023-08-16 16:58:38.877 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",98.0
2023-08-16 17:13:38.663 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 17:13:38.876 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 17:28:38.869 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 17:28:39.045 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-16 17:43:38.722 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",96.0
2023-08-16 17:43:39.131 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 17:58:39.113 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 17:58:39.611 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",99.0
2023-08-16 18:13:39.135 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 18:13:39.293 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 18:17:18.230 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 18:17:21.136 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",98.0
2023-08-16 18:21:37.972 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",98.0
2023-08-16 18:21:38.100 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 18:21:41.516 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-16 18:36:47.196 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",99.0
2023-08-16 18:36:47.226 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",98.0
2023-08-16 18:36:47.271 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 18:49:33.844 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",97.0
2023-08-16 18:49:34.255 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 18:49:34.864 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-16 19:04:43.715 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 19:04:45.625 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",98.0
2023-08-16 19:04:50.107 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",99.0
2023-08-16 19:19:43.669 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",97.0
2023-08-16 19:19:43.719 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",97.0
2023-08-16 19:19:44.140 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 19:34:43.760 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",96.0
2023-08-16 19:34:44.202 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",99.0
2023-08-16 19:49:43.890 +0700,"0dfab39e-1210-46af-8e30-0fec13a9df83",96.0
2023-08-16 19:49:44.394 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",98.0
2023-08-16 20:04:44.715 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",98.0
2023-08-16 20:14:30.244 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-16 20:29:34.339 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-16 20:44:35.230 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-16 20:59:35.608 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",95.0
2023-08-16 21:14:34.259 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",95.0
2023-08-16 21:29:33.938 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-16 21:44:34.146 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",98.0
2023-08-16 21:59:34.128 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",98.0
2023-08-17 06:06:03.392 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",99.0
2023-08-17 06:21:13.718 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-17 06:36:13.720 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-17 06:51:14.022 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-17 07:06:13.735 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-17 07:21:13.663 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",97.0
2023-08-17 07:36:13.542 +0700,"005fa678-f79e-4c57-a6fa-e1130b993da3",96.0
2023-08-17 10:16:25.872 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",97.0
2023-08-17 10:23:55.350 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",97.0
2023-08-17 11:01:03.675 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",97.0
2023-08-17 11:16:07.077 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",98.0
2023-08-17 11:31:10.184 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",97.0
2023-08-17 12:01:20.449 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",99.0
2023-08-17 12:16:20.871 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",98.0
2023-08-17 12:31:20.776 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",98.0
2023-08-17 13:55:27.514 +0700,"9c91127e-8d7c-4c8e-871c-0ec942cfc4ea",97.0
2023-08-17 16:54:42.019 +0700,"4551b983-43e7-4359-8a64-20bfe353d4a3",99.0
2023-08-17 17:00:16.570 +0700,"4551b983-43e7-4359-8a64-20bfe353d4a3",98.0
2023-08-17 17:06:51.618 +0700,"4551b983-43e7-4359-8a64-20bfe353d4a3",99.0
2023-08-17 17:06:51.641 +0700,d8ef6363-1757-4573-8b12-32781658b999,97.0
2023-08-17 17:06:56.125 +0700,"624a2d2e-39a9-470e-b3f9-d7099100ff44",98.0
2023-08-17 17:07:26.941 +0700,a3e4b4e1-0661-4d18-87ff-dc14218d6c95,96.0
2023-08-17 17:07:49.134 +0700,d7b47b53-44a3-4aac-a086-e56cd51ed0d3,96.0
2023-08-17 17:07:54.962 +0700,"4551b983-43e7-4359-8a64-20bfe353d4a3",99.0
2023-08-17 17:07:55.244 +0700,"5ba1102a-a47a-4da0-bf69-1460a2621e35",98.0
2023-08-17 17:07:55.287 +0700,d8ef6363-1757-4573-8b12-32781658b999,96.0
2023-08-17 17:08:01.973 +0700,"624a2d2e-39a9-470e-b3f9-d7099100ff44",97.0
2023-08-17 17:08:03.146 +0700,"0718b3b1-205c-4726-92f0-a0a7dae93127",99.0
